responsable de carga,inventario,n de ficha,titulo,ubicación,sector,sala,caja,SERIES,clasificaci,descripción,dimenciones,materiales,autor,observación,año,fotografia,Fecha de carga,Ancho,Alto,Profundo,diámetro,Estado de conservación,n de inventario anterior,seguimiento,link-fotografias,sobre
E.S.,36,6558,PANORAMA DE UN VALLE,,14B,pasillo sala 7-8,,,tabla policromada,Vista paisaje con ovejas,63x36x2,Madera,KARL NOISTERNIGG,en el Frente tiene una sisura en la parte central de 5cm. Tiene una rayadura de 6cm en la parte derecha centra. Tiene una rayadura en la parte superior derecha de 10cm. Tiene decoloracion en toda la superficie. Al dorso tiene dos herrajes para colgar en los extremos. Tiene manchas de humedad.,,1,2017-10-20,36,63,2,,Regular,,False,,
E.S.,37,6559,"""RANCHO DEL CHACO / SANTIAGUEÑO""",,17C,,,Arquitecturas; Museo Bernasconi; Santiago del Estero,tabla policromada,"Paisaje con la vida cotidiana y arquitectura del Chaco Santiagueño.

----noroeste, rancho, casa, paisaje, naturaleza,","31x42x2,5",Madera,KARL NOISTERNIGG,"Tiene decoloracion en el sector inferior de 35x8cm. Tiene una fisura en el sector inferior derecho de 2,5cm. Tiene dos fisuras en el sector superior central de 2cm. La superficie total se encuentra craquelada. El soporte presenta falta de humectacion. La esquina inferior derecha el marco esta salido. las estructuras del soporte estan flojas. en el reverso hay una inscripcion ""bh8"". tambien en la parte de atras, en sector inferior derecho, hay una incision de xilofago de 0,5cm. En el marco superior en el sector izquierdo tiene una etiqueta pegada y en el sector dorsal superior izquierdo hay una incision de xilofagos de 0,3mm.",,1,2017-06-27,42,31,"2,5",,Regular,,True,https://drive.google.com/drive/folders/1u9p7BmtDIB94M8i0AyrH-jBGRM-7NpMB?usp=sharing,
a.a,38,6560,"""ABRIGO NATURAL-POZO DEL CHAÑAR-CRUZ DEL EJE-CORDOBA""",,17B,,,Córdoba; Museo Bernasconi; Paisajes,tabla policromada,"VISTA PAISAJE ROCOSO CON UN HOMBRE

----naturaleza, pampa, gaucho","27x30x1,5",MADERA,KARL NOISTERNIGG,Presenta decoloracion en toda la superficie frontal. Tiene un golpe en la parte superior izquierda. Tiene una rayadura de 3cm en la parte izquierda central. Tiene golpe de 2cm en la parte derecha central. Tiene una rayadura de  1cm en la parte central superior.Tiene un golpe en el marco en la parte central superior de 3.5 cm. Posee diferentes golpes en en la parte central de 5mm.  En la parte posterior tiene marcas realizadas por perforaciones. Tiene dos herrajes para colgar sobre pared en los extremos superiores. Tiene el nombre de inscripcion en lapiz. Tiene marcas en el marco por pegamento.,,1,2022-02-09,30,27,"1,5",,Regular,,False,https://drive.google.com/drive/folders/1u6XlVGhcWCqRDYPv4MRIM64Rz-OXJVmC?usp=sharing,
,39,6561,Puerta de rastrojo - las higueras - Cruz del eje -  Cordoba,,17A,,,,tabla policromada,"VISTA PUERTA ""TIPO TRANQUERA""","27x36x1,5",MADERA,Karl Noisternigg,"Presenta decoloracion en el sector superior de 6x29. presenta marcacion por golpe en el sector superio central de 2x1cm. Marcacion por golpe en el sectpr superior izquierdo 1,5x1cm. Marcacion por golpe en el sector superior derecho de 3x1cm. Marcacion por golpe en el setor izquierdo central de 1cm. marcacion por golep en el sector inferior izquierdo de 3mm y de 5mm. en el sector derecho central de 5mm. marcacion por golpe en el borde derecho de 5mm y de 3mm. en el sector central derecho golpe de 4mm y otro de 3mm. en el sector central inferior de 3mm. presencia de pegamento en el borde inferior derecho de 2mmx2mm. En la parte trasera, la estructura presenta sedeimentacopn de epegamento en todos sus bordes, una etiqueta en el sector superior derecho. una anotacion en lapiz  con un N° 4. la estructura central tiene tres agujero de 1mm de diametro, La estrcutura del marco trasera en el sector superior tiene 2 agujeros de un 1mm de diametro y la estructura en el sector superior derecho tiene 7 agujeros de 1 mm de diametro,",,1,,36,27,"1,5",,Regular,,False,,
,40,6562,"""BAÑO DE RIO HONDO """,,18A,,,Córdoba; Museo Bernasconi; Paisajes,tabla policromada,VISTA CON CASAS,"24,5x31,5x0,5",MADERA,,,,1,,"31,5","24,5","0,5",,Regular,,False,https://drive.google.com/drive/folders/1uHVV4KeUGKHWnaJiNyGTrw2StLnYrE_2?usp=sharing,
jonathan Mayán,41,6563,"""RANCHO DE ADOBE TIPICO DEL N.O. - LA HIGUERA - CÓRDOBA""",,17B,,,Arquitecturas; Córdoba; Museo Bernasconi,tabla policromada,"PAISAJE DE UNA VIVIENDA CON ARBOL


-----arquitectura, pampa, casa, choza",27X36,MADERA,KARL NOISTERNIGG,"Marcacion por golpe en el sector inferior central frontal de 1x1. Marcacion por golpe en el sector superior central frontal de 2cm. Marcacion por golpe en el sector inferior dorsal de 29cm. Presenta la inscripcion en tiza sobre madera al dorso ""rancho de adobe, de techo cusiplano, con doble galeria. Tipo excepcional usado solamente en la region del N.O.: denota un proposito evidente de pensa contra el rigor del sol. C. Soto, higuera, Cruz del Eje"". Presenta deposito de pegamento en los bordes dorsales. Presenta incisiones por clavo en el sector central superior dorsal. Presenta dos herrajes en el sector superior dorsal.",,1,2018-03-26,36,27,,18,Regular,,False,https://drive.google.com/drive/folders/1rmJWNjJ-auDGk61O1VNHLZnYod10GClb?usp=sharing,
,42,6564,TUBOS DE PLATA,,22G,,86.0,,domesticos,2 TUBOS DE PLATA REPUJADOS PARA RIENDAS.14 DE JULIO DE 1856 ESCUDO NACIONAL,"22x2,5 cm",METAL REVESTIDO PLATA,,,,1,,"2,5",22,,,,,False,,
,43,6565,ESTRIBOS DE PLATA,,,,,,domesticos,TUBOS DE PLATA REPUJADAS PARA RIENDAS.14 DE JULIO DE1856.SALTA.DONACION DE LUCY VAN D.DE SPANGLER AÑO 1960.,20x15x6,METAL REVESTIDO PLATA,,,,1,,15,20,6,,,,False,,
,44,6566,ESPUELAS DE PLATA,,22G,,86.0,,domesticos,2 ESPUELAS DE PLATA REPUJADA S.XIX-SALTA 14 DE JULIO 1856/ ESCUDO NACIONAL. DONACION DE LUCY VAN D.SPANGLER  AÑO 1960,23X 10X15 CM,METAL REVESTIDO PLATA,,,,1,,10,23,15,,,,False,,
J.H.,45,6567,Pieza de metal con escudo,,24C,,144.0,,domesticos,"PIEZA DE METAL REPUJADA  DE FORMA GEOMETRICA.CON IMAGEN SIMETRICA DE ESCUDO,CORONA,CABEZA DE GARGOLA Y DISEÑO DE ARABEZCOS Y FOLLAJES.SALTA",7X10,METAL,,PRESENTA DOS MANCHAS DE ÓXIDO AL DORSO DE LA PIEZA DE 0.5 CM CADA UNA. LA PIEZA SE COMPONE DE DOS LÁMINAS QUE TIENEN 0.2 CM DE SEPARACIÓN.,,1,2016-06-22,10,7,,,Bueno,,False,,
,46,6568,REBENQUE,,22G,,86.0,,domesticos,"REBENQUE CON EMPUÑADURA DE PLATA REPUJADA CON FUNDA Y TIENTO DE CUERO .CON IMAGEN DEL ESCUDO NACIONAL ,FLORES. S.XIX .DONACION DE LUCY VAN D,SPANGLER .SALTA",85X6X5,METAL REVESTIDO PLATA,,,,1,,6,85,5,"5,7",,,False,,
J.H.,47,6569,TAZA Y DOS PLATOS,,24B,,134.0,,domesticos,"TAZA FACETADA CON DOS PLATOS DE CERAMICA  ESMALTADA SOBRE CUBIERTAS  CON MOTIVOS FLORALES EN AZUL COBALTO Y DORADA,PARTE DEL EQUIPO PERSONAL DE LA CAMPAÑA DEL GENERAL MARTIN DE GUEMES.DONACION CARMEN G. DE DOWSE 1960.SALTA","TAZA-(47) X8X12           PLATOS(47,2/ 47.3 ) 3X15",LOZA,,"LA TAZA TIENE UNA FISURA DE 5 CM EN LA PARTE SUPERIOR, EN LA BASE PRESENTA FALTANTE DE ESMALTE. EL PLATO 47.2 PRESENTA DESGASTE EN TODA SU SUPERFICIE INTERIOR. EL PLATO 47.3 PRESENTA UNA MANCHA DE ÓXIDO EN LA BASE DE 1,5 CM.",,1,2016-06-22,[(a)12][(b)15][(c)15],[(a)8][(b)3][(c)3],,,Bueno,,False,,
,48,6570,MATE CON BOMBILLA DE TRES PATAS,,,,,,domesticos,MATE DE PLATA REPUJADA S.XIX CON TRES PATAS Y BOMBILLA.DONACION DE JUANA S.DE MACCHIA AÑO 1960.SALTA,MATE 13X70  BOMBILLA 7X10,PELTRE,,,,1,,[(a)70][(b)10],[(a)13][(b)7],,7,,,False,,
,49,6571,MATE DE MADERA CON BOMBILLA,,24B,,134.0,,domesticos,"MATE DE MADERA  TORNEADO CON FORMA DE PERA Y BOCA PEQUEÑA, BASE ANCHA Y BOMBILLA  DE METAL.SALTA","MATE 14X60 BOMBILLA 9X0,7",MADERA,,,,1,,"[(a)60][(b)0,7]",[(a)14][(b)9],,,,,False,,
,50,6572,MATE GIGANTE DE MADERA CON BOMBILLA,sector 27D caja 2- vitrina pulperia,,,,,domesticos,MATE DE MADERA TORNEADA CON BOMBILLA.SALTA,55X15,MADERA,,,,1,,15,55,,,,,False,,
,51,6573,CARAMAÑOLA DE MADERA,,23C,,135.0,,domesticos,"RECIPIENTE DE FORMA CIRCULAR,CHATO SIN TAPA CON TIRA DE CUERO.SALTA",18X18X5,MADERA,,,,1,,18,18,5,"[a 2,1][b 2,2][c 1,4]",,,False,,
P.M.C.,52,6574,CUENCO,,22A,,18.0,,domesticos,"PIEZA DE ASTA DE TORO,PROBABLEMENTE UN MATE.SALTA","11,5X5,5",HUESO,,,,1,2016-08-18,"5,5","11,5",,,Bueno,,False,,
,53,6575,ASTA DE TORO,,27D,sala7,2.0,,domesticos,"ASTA DE TORO POLICROMADA CON INSICIONES,TIENE PINTADO UNA LLAMA Y GUARDAS EN VERDE,ROJO Y NEGRO.SALTA",26X10,hueso,,,,1,,10,26,,,,,False,,
,54,6576,"CUCHARA ,PINCHE Y ABRECARTAS",,24B,,134.0,,domesticos,"CUCHARA EN FORMA DE PUNZON,PINCHE Y ABRECARTAS DE COBRE.SALTA","12X2,5X1",COBRE,,,,1,,"2,5",12,1,,,,False,,
,55,6577,"PINCHE, cuchara Y ABRECARTAS",,24B,,134.0,,domesticos,"CUCHARA EN FORMA DE PUNZON,PINCHE Y ABRECARTAS DE BRONCE.SALTA","14,5X3X1",BRONCE,,,,1,,3,"14,5",1,,,,False,,
,56,6578,FAJA TEJIDA,,23C,,136.0,,vestimentas,"FAJA TEJIDA DE LANA EN TELAR.CON MOTIVOS GEOMETRICOS EN COLOR MARRON BEIGE Y ROJO,POSSE FLECOS.SALTA

---- textil, faja, telar, artesania","1,10X5,5",LANA,,,,1,,"5,5","1,1",,,,,False,,
E.S.,57,6579,DOCUMENTOS ORIGINALES SALTA,,22E,,66.0,,documentos texto,DOCUMENTOS  MANUSCRITOS DEL REGISTRO DE SALTA 1890. .DONACION DE A.MIRABELLI AÑO 1985.,22X31,PAPEL,,"Presenta oxidacion y decoloracion. Son las fojas 2411 y 2412. donacion de A. mirabelli año 1985.
Figura en SIGAF con el número 14670984, bajo nombre DOCUMENTACIÓN DE ÉPOCA (AÑO 1890)",,1,2019-04-01,31,22,,,Regular,,False,,
LCS,58,6580,MANTO DE BODA,,24C,,144.0,,textiles,"MANTON DE BODA,ROSADO CON BORDADO Y PUNTILLAS EN FORMA DE FLECO AL TONO.SALTA.","2,10x2,10",TELA,,presenta descoloraciones en  el centro de 40cm de diametro.,,1,2016-06-22,"2,1","2,1",,,Regular,,False,,
,59,6581,TAMBOR,sector 25T caja 213,,,,,instrumentos musicales,"TAMBOR EN CUERO Y MADERA CON ADORNO EN LATERALES DE LANA TRENZADA.,QUE TERMINA EN FLECOS.SALTA",9X32,MADERA,,,,1,,32,9,,,Malo,,False,,
E.S.,60,6582,QUENA DE CAÑA,,22A,,15.0,,instrumentos musicales,INSTRUMENTO MUSICAL DE CAÑA .CINCO AGUJEROS SUPERIORES.Y UNO INFERIOR.SALTA,31X15cm,CAÑA,,Presenta decoloracion. Presenta marcaciones en la parte superior,,1,2019-04-24,15,31,,,Regular,,False,,
,61,6583,QUENA DE MADERA,desaparecido,,,,,instrumentos musicales,INSTRUMENTO MUSICAL DE MADERA TALLADA CON DIBUJOS DE TOTEM Y DECORADA CON PINTURA VERDE CON ORIFIOS SUPERIORES.POSSE UNA ETIQUETA.SALTA,"3X3,5X49",MADERA,,,,1,,"3,5",3,49,,,,False,,
E.S.,62,6584,QUENA DE CAÑA,,22A,,15.0,,instrumentos musicales,INSTRUMENTO MUSICAL DE CAÑA.CON 6 ORIFICIOS SUPERIORES .SALTA,"32X2,5",CAÑA,,Presenta marcacion en la punta,,1,2019-04-24,"2,5",32,,,Regular,,False,,
LCS,63,6585,SIKUS DE CAÑA,,,pasillo sala 1-2,,,instrumentos musicales,INSTRUMENTO MUSICAL DE CAÑAS UNIDOS CON HILO,"9X16X2,5",CAÑA,,"el armado es defectuoso, el caño de 14,8 cm tiene una fisura de 4 cm aprox",,1,2016-06-10,16,9,"2,5",,Regular,,False,,
E.S.,64,6586,MANTEL AGUAYITO,,,sala7,,,textiles,"TEJIDO EN TELAR EN COLORES VIOLETAS, ROJO, VERDE, AMARILLO, NARANJA Y CELESTE- SALTA","38X36,5",TELA,,,,1,2019-04-24,"36,5",38,,,Regular,,False,,
LCS,65,6587,VASIJA TILCAREÑA,,24C,,145.0,,arqueología,BASIJA CON DOS AZAS- SALTA,4.5 x 11 x 5.5 cm,caremica,,depositos de sedimentos de 2 cm en una de las azas,,1,2016-06-10,11,"4,5","5,5",,Bueno,,False,,
LCS,66,6588,INDIO PIRAMIDAL,,24C,,145.0,,arqueología,"ADORNO EN FORMA PIRAMIDAL CON LA CARA DE UN INDIO TALLADA- ""DONACION STA. ELSA VOLVIC"" VICE DIRECTORA DEL INSTITUTO FELIX BERNASCONI- SALTA","8,5X6,5X17",MADERA,,"el numero de inventario de origen carece de veracidad, marcacacion por golpe en el sector superior izquierdo de aprox 4 c, fisura de 2.5 cm en el dorso, la base padece una coloracion negra asimetrica, quemaduras en la madera en el interior del cuenco, tambien aparece una fisura en el interior del cuenco de aprox 1.5 cm",,1,2016-06-10,"6,5","8,5",17,,Bueno,25,False,,
LCS,67,6589,FRASCO RELLENO DE TIERRA DE DISTINTOS COLORES,,24C,,145.0,,arqueología,FRASCO DE VIDRIO RELLENO DE TIERRA DE COLORES- JUJUY-1972,"8,5X6,5X5","VIDRIO, TIERRA",,"Falta tapa y tiene una inscription en esmal ne negro ""Purmamarca 1972""",,1,2016-06-10,"6,5","8,5",5,,Bueno,,False,,
LCS,68,6590,TEJIDO EN JUNCO,,24C,,143.0,,domesticos,"CESTA EN JUNCO TEJIDO EN COLORES BEIGE, VERDE Y CORAL EN FORMA TRAPEIZOIDAL CON ADORNO OVALA EN LA PARTE SUPERIOR- SALTA",29.5x21x6 cm,JUNCO,,Descoloración parte trasera.,,1,2016-06-10,21,"29,5",6,,Bueno,,False,,
LCS,69,6591,CARTERITA DE JUNCO,,24C,,145.0,,vestimentas,"CARTERITA CUADRADA DE JUNCO CON ADORNOS EN SU PARTE DELANTERA, EN COLRES VERDE, AMARILLO Y CON CORRREA DESTEÑIDA- SALTA",11X33X5,"junco e hilo. Alambre, algodón y hojas",,"La union de la manija con el objeto en el extremo derecho superior se encuentra cortado, en el extremo superior derecho asoma un alambre de aprox 1 cm, la costura con el hilo impide la abertura, las hojas se encuentran descoloridas",,1,,33,11,5,,Regular,11,False,,
,70,6592,CAJA DE JUNCO CON CUATRO PATAS,,21A,,12.0,,domesticos,"CAJA EN JUNCO EN FORMA REGTANGULAR CON CUATRO PATAS Y DOS ADORNOS EN FORMA PIRAMIDAL EN SU TAPA, POSEE CINCO ADORNO EN SU PARTE FRONTAL EN FORMA DE FLOR EN COLORES VIOLETA, ROJO- SALTA","29X19,5X9","JUNCO , alambre y papel",,Interior de papel de diario deteriorado.,,1,,"19,5",29,9,,Bueno,10,False,,
LCS,71,6593,BOTE DE JUNCO,,24C,,143.0,,arqueología,BOTE EN JUNCO CON HOMBRE EN SU INTERIOR QUE ESTA REMANDO- SALTA,24X20X5,JUNCO,,"presenta descoloraciones en la parte superior del bote, presenta inestabilidad en la sujecion del personaje",,1,2016-06-10,20,24,5,,Bueno,,False,,
M.V,72,6594,CESTO ALTO,,33D,,332.0,,domesticos,"cesto largo ocre, con decoracion en hilo en el sector superior y central.",29X18X16,MIMBRE,,"presenta aherido con cinta de papel un papal de 5X3 con la inscripción a fibrón ""72""",,1,2017-09-14,18,29,16,,Bueno,,False,,
E.S.,73,6595,SOMBRERO DE MIMBRE,,,sala7,,,vestimentas,SOMBRERO DE FIBRA VEGETAL- FORMOSA,9X35cm diametro,MIMBRE,,,,1,2018-08-22,,9,,,Bueno,,False,,
M.V,74,6596,CANASTO CON TAPA,,25C,,220.0,,domesticos,canasto con tapa y dos asas,"15X15,5X9",MIMBRE,,"presenta adherido con con cinta, papel de 5X4 cm inscripcion ""74""",,1,2017-09-14,"15,5",15,9,,Bueno,,False,,
Jonathan Mayán,75,6597,GRAFICO ALCANCE ENSEÑANZA DE LA GEOGRAFÍA 2,,,pasillo sala 1-2,,Museo Bernasconi; Rosario Vera Peñaloza,laminas,"lamina enmarcada en vidrio con relato del alcance de la enseñanza de la geografía como centro de la instrucción primaria. Fenomenos físicos, biológicos y sociales.
""actualizado 1963"" "" año 1955""

Enmarcado","A(8X5X4,8) cm B (7X4,5X4,7)","madera, papel, vidrio",Rosario vera Peñaloza,,,1,2022-08-01,162,207,3,,Bueno,,False,,
,76,6598,ARCO CON FLECHAS,sector 43F,,,,,arqueología,"ARCO Y FLECHA EN MADERA TALLADA. EL ARCO PINTADO EN ROJO Y NEGRO CON ADORNOS DE PIEL, FLECHAS PINTADAS EN NEGRO- FORMOSA",ARCO 75X11 FLECHA 64 Y42,MADERA,,,,1,,[(a)11][(b)42],[(a)75][(b)64],,,Bueno,,False,,
M.V,77,6599,MACETA DE BARRO,,26B,,218.0,,arqueología,maceta  modelado de barro con orificio en la base,"17,5X18,5 cm de diametro",BARRO,,"presenta fisura de 1cm en el borde interno del dorso, presenta decoloración obscura en el borde  superior del lateral izquierdo,presenta faltante de material en sector central de la base de 2,3cm.",,1,2017-09-14,"18,5","17,5",,,Regular,,False,,
L.P,78,6600,VASIJA DE ARCILLA,,23B,,123.0,,arqueología,vasija de arcilla con dos bocas,15x7x7cm,TERRACOTA,,"presenta dos bocas en la parte superior de 4,5x 4,5 de diamentrocada una. Presenta fisura en el orificio izquierdo de 4 cm. Presenta faltante de material en la parte superior frontal central del orificio derecho de 1x1,5 cm.  Presenta en la parte interior en la base una fisura.",,1,2017-09-14,7,15,7,,Regular,,False,,
,79,6601,CONJUNTO DE PULSERAS,,24A,,121.0,,vestimentas,"conjunto de pulseras .A:44 esferas, B:64esferas, con pompones rojoes en los extremos",A:23x2cm. B:42x2cm,HILO Y MADERA,,,,1,,[a 2][b 2],[a 23][b 42],,,Bueno,,False,,
,80,6602,COLLAR DE MADERA BICOLOR,,24A,,121.0,,vestimentas,collar de madera bicolor con motivo geometrico circular encadenado,46x5cm,HILO Y MADERA,,,,1,,5,46,,,Bueno,,False,,
Jonathan Mayán,81,6603,TEJIDO TRICOLOR,,24A,,121.0,,textiles,"collar de 10 tiras con 203 esferas, 86claras, 117 negras",40x12cm,HILO Y MADERA,,,,1,2017-09-26,12,40,,,Bueno,,False,,
,82,6604,TAPIZ,,,pasillo sala 1-2,,,textiles,TAPIZ TEJIDO EN LANA DE DIFERENTES COLORES- FORoMSA,"104X49,5cm",HILO,,Presenta decoloracion en toda la superficie,,1,,"49,5",104,,,Regular,,False,,
,83,6605,CARTERA,,23G,,187.0,Desconocido; Formosa,vestimentas,CARTERA TEJIDA EN HILO DE COLORES CRUDO Y MARRON- FORMOSA,70X30,HILO,,,,1,,30,70,,,,,False,,
M.V,84,6606,COPA TEJIDA,,25C,,220.0,,domesticos,copa tejida flexible,13X9X7 cm,MIMBRE,,"presenta adherido con cinta papel de 4X3cm inscripción ""84""",,1,2017-09-14,9,13,7,,Bueno,,False,,
,85,6607,CONJUNTO DE CESTERIA,,24C,,142.0,,domesticos,"EL CONJUNTO DE CESTERIA ESTA COMPUESTO POR : TRES PANERAS, DOS CESTOS DE FORMA GLOBULAR (UNO CON TAPA), UN CESTO CON FORMA DE MATE, SEIS POSA VASOS, TRES POSA FUENTES, TRES PANERITAS OVALADAS Y CUATRO PANERITAS REDONDAS- FORMOSA","PANERAS 8X37X23,5, PANERITAS 2X10,5X8, PANERITAS REDONDAS 2X8, POSA FUENTES 12,5, POSA VASO 8,5 Y CONTENEDORES 6,5X8,5",FIBRA VEGETAL,,,,1,,,,,,Bueno,,False,,
,86,6608,CALABAZA,,27F,,269.0,Chaco,arqueología,CALABAZA SECA POSIBLE INSTRUMENTO MUSICAL- CHACO,23X14,VEGETAL,,,,1,,14,23,,,,,False,,
,87,6609,JARRA,,27F,,270.0,Chaco,arqueología,"JARRA CUYA PARTE SUPERIOR TIENE FORMA DE GALLO EN TONOS NEGROS Y MARRONES. ""PIEZA ARTESANAL ORIGINAL"" - CHACO",24X12,CERAMICA,,,,1,,12,24,,,,,False,,
,88,6610,JARRA CERAMICA,,27F,,270.0,Chaco,arqueología,JARRA DE CERAMICA BARNIZADA DE COLOR MARRON CON UN AZARROTA- CHACO,20X11,CERAMICA,,no posee mango,,1,,11,20,,,,,False,,
